Site,Project,Sample_Type,Treatment.type,Sample.ID,JGI.ID,GOLD.ID,Plot,Quad,Treatment,Replicate,Horizon,Year,Date_Sampled,Sampling_Weather,Time_period,Sample_Initials,DNA_RNA,Notes,Date_weighed_for_DNA,Sequence_depth,Sequence_bin,Total_Tree_BioMass,Total_Tree_Stem_Count,Total_Tree_Basal_Area,Total_ECM_Tree_BioMass,Total_ECM_Tree_Stem_Count,Total_ECM_Tree_Basal_Area,Total_AM_Tree_BioMass,Total_AM_Tree_Stem_Count,Total_AM_Tree_Basal_Area,ACRU_BIOMASS,ACRU_STEM_COUNT,ACRU_BASAL_AREA,ACSA_BIOMASS,ACSA_STEM_COUNT,ACSA_BASAL_AREA,BEPA_BIOMASS,BEPA_STEM_COUNT,BEPA_BASAL_AREA,FRAM_BIOMASS,FRAM_STEM_COUNT,FRAM_BASAL_AREA,FAGR_BIOMASS,FAGR_STEM_COUNT,FAGR_BASAL_AREA,BEAL_BIOMASS,BEAL_STEM_COUNT,BEAL_BASAL_AREA,PIRU_BIOMASS,PIRU_STEM_COUNT,PIRU_BASAL_AREA,POGR_BIOMASS,POGR_STEM_COUNT,POGR_BASAL_AREA,Soil.Temp.10.cm,Soil.Temp.5.cm,Soil.Moisture,Min.Soil5,Ave.Soil5,Min.Soil10,Ave.Soil10,Max.frost,Max.Snow,Mean.frost,Mean.snow,Frost.AUC,Snow.AUC,FTC.5,FTC.10,DWF,Thaw,Thaw.day,BL.Max.frost,BL.Max.Snow,BL.Mean.frost,BL.Mean.Snow,BL.AUC.frost,BL.AUC.Snow,Net_Ammonification_(_g_Ammonium-N_g_soil-1_days-1),Net_Mineralization (_g_N_g_soil-1_day-1),REL,Proteolytic_Rate,longitude.dd,latitude.dd,Soil_perc_N,Soil_perc_C,Soil_pH,mbn,acid_phosphatase,nag_ase,phenol_oxidase,peroxidase,beta_glucosidase,cello_biohydrolase,Respiration,Extractable_Organic_C,Amino_Acid_N,Dissolved_Inorganic_n,Water_Content,Photosynthesis,Respiration_pat,Change_Net_Mineralization,Change_Soil_perc_N,Change_Soil_perc_C,Change_Soil_pH,Change_Respiration_pat,Change_mbn
HBEF,CCASE,Soil_Mic_Commun,post-treatment,123,Soil_123,Ga0599146,5,51,Warmed_Freeze,1,Organic,2014,140512,Sunny_clear_75__F,Budburst,Rebecca_Sanders_Demott_Patrick_Sorensen,NA,NA,NA,82610,80_100000,3304,18,5112,263,8,484,3041,10,4628,2981,8,4555,41,1,73,0,0,0,19,1,0,263,8,484,0,0,0,0,0,0,0,0,0,15.42,16.72,0.183,-4.99,-0.18,-2.4,0.34,23,20,7.1,3.6,1131.9,612.1,4,4,141.25,4/3/14,93,17.8,22,5,7.1,904.3,1276.1,1.179381022,1.179381022,24.84826155,43.09557879,-71.70078833,43.94571667,0.6,12.5,4.175,226.2,1.57,0.2,0.39,1.44,0.33,0.08,,0.35,68.76,9.63,0.488,,4.9,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,150,Soil_150,Ga0599146,5,51,Warmed_Freeze,1,Organic,2014,140521,Overcast_70_C,Full_leaf-out,Patrick_Sorensen_Maria_Garcia_Josh_Bennett,NA,NA,NA,86888,80_100000,3304,18,5112,263,8,484,3041,10,4628,2981,8,4555,41,1,73,0,0,0,19,1,0,263,8,484,0,0,0,0,0,0,0,0,0,15.85,16.9,0.18,-4.99,-0.18,-2.4,0.34,23,20,7.1,3.6,1131.9,612.1,4,4,141.25,4/3/14,93,17.8,22,5,7.1,904.3,1276.1,NA,NA,24.84826155,113.0418165,-71.70078833,43.94571667,0.6,12.7,4.175,100.3,1.3,0.2,0.38,1.23,0.4,0.89,4.42,0.49,62.87,,0.492,,,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,177,Soil_177,Ga0599146,5,51,Warmed_Freeze,1,Organic,2014,140601,Sunny_humid,Post_leaf-out,Rebecca_Sanders_Demott,NA,NA,NA,102151,100_150000,3304,18,5112,263,8,484,3041,10,4628,2981,8,4555,41,1,73,0,0,0,19,1,0,263,8,484,0,0,0,0,0,0,0,0,0,15.76,16.73,0.173,-4.99,-0.18,-2.4,0.34,23,20,7.1,3.6,1131.9,612.1,4,4,141.25,4/3/14,93,17.8,22,5,7.1,904.3,1276.1,3.722025744,3.722025744,24.84826155,154.6726846,-71.70078833,43.94571667,2,46.2,4.08,675.7,11.34,2.83,0.79,1.59,2.54,4.1,6.202,0.77,571.74,82.82,2.614,,21.8,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,204,Soil_204,Ga0599146,5,51,Warmed_Freeze,1,Organic,2014,140722,Sunny_humid,Peak_plant_biomass,Rebecca_Sanders_Demott_Risa_Mcnellis_Darien,NA,NA,NA,155663,150_300000,3304,18,5112,263,8,484,3041,10,4628,2981,8,4555,41,1,73,0,0,0,19,1,0,263,8,484,0,0,0,0,0,0,0,0,0,21.89,23.12,0.146,-4.99,-0.18,-2.4,0.34,23,20,7.1,3.6,1131.9,612.1,4,4,141.25,4/3/14,93,17.8,22,5,7.1,904.3,1276.1,1.57998977,1.57998977,24.84826155,301.4727552,-71.70078833,43.94571667,2,48.6,4.175,606.4,6.69,1.36,0.65,0.9,2.06,0.54,7.926,0.6,183.06,34.14,1.841,7.645216667,12.5,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,231,Soil_231,Ga0599146,5,51,Warmed_Freeze,1,Organic,2014,140924,NA,Beginning_of_senescence,NA,NA,NA,NA,78247,50_80000,3304,18,5112,263,8,484,3041,10,4628,2981,8,4555,41,1,73,0,0,0,19,1,0,263,8,484,0,0,0,0,0,0,0,0,0,17.2,17.6,0.085,-4.99,-0.18,-2.4,0.34,23,20,7.1,3.6,1131.9,612.1,4,4,141.25,4/3/14,93,17.8,22,5,7.1,904.3,1276.1,-0.386282664,-0.386282664,24.84826155,105.7210859,-71.70078833,43.94571667,0.9,21.2,4.175,261.4,2.93,0.69,0.27,0.91,1.07,0.25,4.326,0.82,89.65,23.03,0.678,,6.5,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,96,Soil_96,Ga0599146,5,51,Warmed_Freeze,1,Organic,2014,140416,Windy_cloudy_35__F,Pre-budburst_post-snowmelt,Rebecca_Sanders_Demott_Patrick_Sorensen,NA,NA,NA,52132,50_80000,3304,18,5112,263,8,484,3041,10,4628,2981,8,4555,41,1,73,0,0,0,19,1,0,263,8,484,0,0,0,0,0,0,0,0,0,4.092881944,2.8398125,0.234008333,-4.99,-0.18,-2.4,0.34,23,20,7.1,3.6,1131.9,612.1,4,4,141.25,4/3/14,93,17.8,22,5,7.1,904.3,1276.1,NA,NA,24.84826155,108.8041126,-71.70078833,43.94571667,1.3,30.3,4.27,473.4,3.55,0.61,1.08,0.57,1.38,0.29,,0.4,242.23,11.87,1.147,,,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,124,Soil_124,Ga0599146,5,52,Warmed_Freeze,2,Organic,2014,140512,Sunny_clear_75__F,Budburst,Rebecca_Sanders_Demott_Patrick_Sorensen,NA,NA,NA,78275,50_80000,3304,18,5112,263,8,484,3041,10,4628,2981,8,4555,41,1,73,0,0,0,19,1,0,263,8,484,0,0,0,0,0,0,0,0,0,15.42,16.72,0.183,-4.99,-0.18,-2.4,0.34,27,32,14.7,4.3,2166.9,801.5,4,4,141.25,4/3/14,93,10,25,3.7,8.6,NA,1521.1,4.75111642,4.75111642,15.55162469,83.55148429,-71.70072667,43.945725,1.1,26.6,4.42,399.7,2.87,0.56,0.52,2.02,1.24,0.46,,0.39,232.36,15.58,1.29,,10.3,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,205,Soil_205,Ga0599146,5,52,Warmed_Freeze,2,Organic,2014,140722,Sunny_humid,Peak_plant_biomass,Rebecca_Sanders_Demott_Risa_Mcnellis_Darien,NA,NA,NA,86466,80_100000,3304,18,5112,263,8,484,3041,10,4628,2981,8,4555,41,1,73,0,0,0,19,1,0,263,8,484,0,0,0,0,0,0,0,0,0,21.89,23.12,0.146,-4.99,-0.18,-2.4,0.34,27,32,14.7,4.3,2166.9,801.5,4,4,141.25,4/3/14,93,10,25,3.7,8.6,NA,1521.1,1.739778938,1.739778938,15.55162469,120.4055789,-71.70072667,43.945725,1.5,36.9,4.42,267.3,5.2,1.63,0.38,0.98,2.2,0.38,7.926,0.88,114.22,69.5,1.042,7.645216667,5.4,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,232,Soil_232,Ga0599146,5,52,Warmed_Freeze,2,Organic,2014,140924,NA,Beginning_of_senescence,NA,NA,NA,NA,78621,50_80000,3304,18,5112,263,8,484,3041,10,4628,2981,8,4555,41,1,73,0,0,0,19,1,0,263,8,484,0,0,0,0,0,0,0,0,0,17.2,17.6,0.085,-4.99,-0.18,-2.4,0.34,27,32,14.7,4.3,2166.9,801.5,4,4,141.25,4/3/14,93,10,25,3.7,8.6,NA,1521.1,-0.203084401,-0.203084401,15.55162469,147.4115289,-71.70072667,43.945725,1,25.9,4.42,332.3,5.18,0.83,0.39,1,1.9,0.33,4.326,0.59,141.71,15.27,1.017,,8.8,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,97,Soil_97,Ga0599146,5,52,Warmed_Freeze,2,Organic,2014,140416,Windy_cloudy_35__F,Pre-budburst_post-snowmelt,Rebecca_Sanders_Demott_Patrick_Sorensen,NA,NA,NA,74571,50_80000,3304,18,5112,263,8,484,3041,10,4628,2981,8,4555,41,1,73,0,0,0,19,1,0,263,8,484,0,0,0,0,0,0,0,0,0,4.092881944,2.8398125,0.234008333,-4.99,-0.18,-2.4,0.34,27,32,14.7,4.3,2166.9,801.5,4,4,141.25,4/3/14,93,10,25,3.7,8.6,NA,1521.1,21.69794999,21.7,15.55162469,178.5678332,-71.70072667,43.945725,1.6,41.2,4.61,693.6,6.45,2.31,0.59,0.62,2.34,0.88,,1.29,583.91,30.45,2.066,,26.6,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,125,Soil_125,Ga0599146,5,53,Warmed_Freeze,3,Organic,2014,140512,Sunny_clear_75__F,Budburst,Rebecca_Sanders_Demott_Patrick_Sorensen,NA,NA,NA,262043,150_300000,3304,18,5112,263,8,484,3041,10,4628,2981,8,4555,41,1,73,0,0,0,19,1,0,263,8,484,0,0,0,0,0,0,0,0,0,15.42,16.72,0.183,-4.99,-0.18,-2.4,0.34,25.5,26,8.1,4,1264.3,749.5,4,4,141.25,4/3/14,93,12,25,4.5,9.6,753.8,1683.6,3.784878364,3.784878364,14.67180005,221.7837754,-71.70069,43.945685,1.8,44.1,4.07,720,5.5,1.57,0.71,1.18,2.28,0.64,,0.74,430.33,7.45,2.33,,10.7,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,152,Soil_152,Ga0599146,5,53,Warmed_Freeze,3,Organic,2014,140521,Overcast_70_C,Full_leaf-out,Patrick_Sorensen_Maria_Garcia_Josh_Bennett,NA,NA,NA,51932,50_80000,3304,18,5112,263,8,484,3041,10,4628,2981,8,4555,41,1,73,0,0,0,19,1,0,263,8,484,0,0,0,0,0,0,0,0,0,15.85,16.9,0.18,-4.99,-0.18,-2.4,0.34,25.5,26,8.1,4,1264.3,749.5,4,4,141.25,4/3/14,93,12,25,4.5,9.6,753.8,1683.6,NA,NA,14.67180005,51.46958188,-71.70069,43.945685,0.7,15.9,4.07,180.1,2.09,0.33,0.26,1.55,0.54,0.15,4.42,0.44,108.2,,0.701,,,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,179,Soil_179,Ga0599146,5,53,Warmed_Freeze,3,Organic,2014,140601,Sunny_humid,Post_leaf-out,Rebecca_Sanders_Demott,NA,NA,NA,52137,50_80000,3304,18,5112,263,8,484,3041,10,4628,2981,8,4555,41,1,73,0,0,0,19,1,0,263,8,484,0,0,0,0,0,0,0,0,0,15.76,16.73,0.173,-4.99,-0.18,-2.4,0.34,25.5,26,8.1,4,1264.3,749.5,4,4,141.25,4/3/14,93,12,25,4.5,9.6,753.8,1683.6,3.384570741,3.384570741,14.67180005,158.3173544,-71.70069,43.945685,1.5,37.5,3.99,550.1,5.86,1.4,0.88,0.52,1.9,1.81,6.202,0.51,583,16.22,1.786,,14,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,206,Soil_206,Ga0599146,5,53,Warmed_Freeze,3,Organic,2014,140722,Sunny_humid,Peak_plant_biomass,Rebecca_Sanders_Demott_Risa_Mcnellis_Darien,NA,NA,NA,153315,150_300000,3304,18,5112,263,8,484,3041,10,4628,2981,8,4555,41,1,73,0,0,0,19,1,0,263,8,484,0,0,0,0,0,0,0,0,0,21.89,23.12,0.146,-4.99,-0.18,-2.4,0.34,25.5,26,8.1,4,1264.3,749.5,4,4,141.25,4/3/14,93,12,25,4.5,9.6,753.8,1683.6,-0.067916776,-0.067916776,14.67180005,69.75785519,-71.70069,43.945685,0.7,16.9,4.07,186.1,2.24,0.57,0.25,0.34,0.57,0.15,7.926,0.35,62.46,5.76,0.49,7.645216667,4.4,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,233,Soil_233,Ga0599146,5,53,Warmed_Freeze,3,Organic,2014,140924,NA,Beginning_of_senescence,NA,NA,NA,NA,31268,16_50000,3304,18,5112,263,8,484,3041,10,4628,2981,8,4555,41,1,73,0,0,0,19,1,0,263,8,484,0,0,0,0,0,0,0,0,0,17.2,17.6,0.085,-4.99,-0.18,-2.4,0.34,25.5,26,8.1,4,1264.3,749.5,4,4,141.25,4/3/14,93,12,25,4.5,9.6,753.8,1683.6,-0.296609432,-0.296609432,14.67180005,128.6389755,-71.70069,43.945685,1.4,34.3,4.07,388.1,4.17,0.71,0.28,0.96,1.4,0.44,4.326,0.59,111.71,17.69,1.043,,4.3,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,98,Soil_98,Ga0599146,5,53,Warmed_Freeze,3,Organic,2014,140416,Windy_cloudy_35__F,Pre-budburst_post-snowmelt,Rebecca_Sanders_Demott_Patrick_Sorensen,NA,NA,NA,90365,80_100000,3304,18,5112,263,8,484,3041,10,4628,2981,8,4555,41,1,73,0,0,0,19,1,0,263,8,484,0,0,0,0,0,0,0,0,0,4.092881944,2.8398125,0.234008333,-4.99,-0.18,-2.4,0.34,25.5,26,8.1,4,1264.3,749.5,4,4,141.25,4/3/14,93,12,25,4.5,9.6,753.8,1683.6,0.125594006,0.13,14.67180005,112.6290136,-71.70069,43.945685,1.9,47.2,4.15,650.7,5.59,1.4,0.14,1.12,2.08,0.5,,0.61,446.7,12.01,2.155,,15.3,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,126,Soil_126,Ga0599146,5,54,Warmed_Freeze,4,Organic,2014,140512,Sunny_clear_75__F,Budburst,Rebecca_Sanders_Demott_Patrick_Sorensen,NA,NA,NA,84400,80_100000,3304,18,5112,263,8,484,3041,10,4628,2981,8,4555,41,1,73,0,0,0,19,1,0,263,8,484,0,0,0,0,0,0,0,0,0,15.42,16.72,0.183,-4.99,-0.18,-2.4,0.34,20.7,25,11.2,4.1,1651.5,796.2,4,4,141.25,4/3/14,93,9.6,26,3.8,9.3,610.4,1644.6,2.549096287,2.549096287,15.01759228,105.288935,-71.70074833,43.945675,1.3,30.8,4.34,444.6,5.34,1.13,1.72,2.28,1.76,0.79,,0.38,200.32,25.89,1.404,,7.4,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,207,Soil_207,Ga0599146,5,54,Warmed_Freeze,4,Organic,2014,140722,Sunny_humid,Peak_plant_biomass,Rebecca_Sanders_Demott_Risa_Mcnellis_Darien,NA,NA,NA,16962,16_50000,3304,18,5112,263,8,484,3041,10,4628,2981,8,4555,41,1,73,0,0,0,19,1,0,263,8,484,0,0,0,0,0,0,0,0,0,21.89,23.12,0.146,-4.99,-0.18,-2.4,0.34,20.7,25,11.2,4.1,1651.5,796.2,4,4,141.25,4/3/14,93,9.6,26,3.8,9.3,610.4,1644.6,2.625803387,2.625803387,15.01759228,81.10313677,-71.70074833,43.945675,1.1,22.1,4.34,253.5,4.17,0.37,0.52,0.8,0.7,0.15,7.926,0.45,66.56,10.54,0.803,7.645216667,5,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,234,Soil_234,Ga0599146,5,54,Warmed_Freeze,4,Organic,2014,140924,NA,Beginning_of_senescence,NA,NA,NA,NA,124300,100_150000,3304,18,5112,263,8,484,3041,10,4628,2981,8,4555,41,1,73,0,0,0,19,1,0,263,8,484,0,0,0,0,0,0,0,0,0,17.2,17.6,0.085,-4.99,-0.18,-2.4,0.34,20.7,25,11.2,4.1,1651.5,796.2,4,4,141.25,4/3/14,93,9.6,26,3.8,9.3,610.4,1644.6,-0.151224365,-0.151224365,15.01759228,92.31344036,-71.70074833,43.945675,0.8,17.5,4.34,225,2.16,0.45,0.23,0.82,0.91,0.22,4.326,0.53,46,9.03,0.445,,6.3,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,99,Soil_99,Ga0599146,5,54,Warmed_Freeze,4,Organic,2014,140416,Windy_cloudy_35__F,Pre-budburst_post-snowmelt,Rebecca_Sanders_Demott_Patrick_Sorensen,NA,NA,NA,136734,100_150000,3304,18,5112,263,8,484,3041,10,4628,2981,8,4555,41,1,73,0,0,0,19,1,0,263,8,484,0,0,0,0,0,0,0,0,0,4.092881944,2.8398125,0.234008333,-4.99,-0.18,-2.4,0.34,20.7,25,11.2,4.1,1651.5,796.2,4,4,141.25,4/3/14,93,9.6,26,3.8,9.3,610.4,1644.6,7.598437897,7.6,15.01759228,212.6153962,-71.70074833,43.945675,1.9,48.5,,769.6,5.61,2.1,2.01,0.83,3.03,0.69,,0.77,400.91,124.47,2.622,,16.8,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,100,Soil_100,Ga0599147,6,61,Warmed_Freeze,1,Organic,2014,140416,Windy_cloudy_35__F,Pre-budburst_post-snowmelt,Rebecca_Sanders_Demott_Patrick_Sorensen,NA,NA,NA,134277,100_150000,3137,16,4645,414,10,732,2723,6,3913,2263,4,3326,460,2,588,0,0,0,0,0,0,407,9,700,0,0,0,7,1,32,0,0,0,3.952993056,5.350229167,0.203333333,-3.89,-0.02,-3.28,-0.03,14.9,32,5,4.9,822.8,778.3,4,4,129.5,4/10/14,100,13,21,3.9,8.4,679.4,1463.1,8.280737876,8.25,15.40760467,192.6889107,-71.70061833,43.945795,2.1,50.5,4.45,771.8,5.74,3.35,0.4,1.1,3.44,1.65,,0.65,307.64,86.92,1.994,,17.6,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,127,Soil_127,Ga0599147,6,61,Warmed_Freeze,1,Organic,2014,140512,Sunny_clear_75__F,Budburst,Rebecca_Sanders_Demott_Patrick_Sorensen,NA,NA,NA,153376,150_300000,3137,16,4645,414,10,732,2723,6,3913,2263,4,3326,460,2,588,0,0,0,0,0,0,407,9,700,0,0,0,7,1,32,0,0,0,15.57,16.81,0.142,-3.89,-0.02,-3.28,-0.03,14.9,32,5,4.9,822.8,778.3,4,4,129.5,4/10/14,100,13,21,3.9,8.4,679.4,1463.1,3.54597196,3.54597196,15.40760467,49.88622549,-71.70061833,43.945795,1.3,31.8,4.36,421.1,3.94,0.58,0.68,2,0.84,0.25,,0.41,96.41,10.22,0.984,,6.5,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,154,Soil_154,Ga0599147,6,61,Warmed_Freeze,1,Organic,2014,140521,Overcast_70_C,Full_leaf-out,Patrick_Sorensen_Maria_Garcia_Josh_Bennett,NA,NA,NA,71379,50_80000,3137,16,4645,414,10,732,2723,6,3913,2263,4,3326,460,2,588,0,0,0,0,0,0,407,9,700,0,0,0,7,1,32,0,0,0,15.88,16.55,0.141,-3.89,-0.02,-3.28,-0.03,14.9,32,5,4.9,822.8,778.3,4,4,129.5,4/10/14,100,13,21,3.9,8.4,679.4,1463.1,NA,NA,15.40760467,27.68911668,-71.70061833,43.945795,0.5,10.8,4.36,78.5,0.65,0.27,0.44,1.06,0.28,0.1,4.168,0.25,77.19,,0.393,,,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,181,Soil_181,Ga0599147,6,61,Warmed_Freeze,1,Organic,2014,140601,Sunny_humid,Post_leaf-out,Rebecca_Sanders_Demott,NA,NA,NA,110960,100_150000,3137,16,4645,414,10,732,2723,6,3913,2263,4,3326,460,2,588,0,0,0,0,0,0,407,9,700,0,0,0,7,1,32,0,0,0,15.76,16.22,0.139,-3.89,-0.02,-3.28,-0.03,14.9,32,5,4.9,822.8,778.3,4,4,129.5,4/10/14,100,13,21,3.9,8.4,679.4,1463.1,2.516831808,2.516831808,15.40760467,34.63745559,-71.70061833,43.945795,0.6,13.4,4.27,146.2,2.46,0.37,0.24,0.83,2.02,0.69,5.254,0.29,95.95,19.19,0.512,,2.8,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,208,Soil_208,Ga0599147,6,61,Warmed_Freeze,1,Organic,2014,140722,Sunny_humid,Peak_plant_biomass,Rebecca_Sanders_Demott_Risa_Mcnellis_Darien,NA,NA,NA,60567,50_80000,3137,16,4645,414,10,732,2723,6,3913,2263,4,3326,460,2,588,0,0,0,0,0,0,407,9,700,0,0,0,7,1,32,0,0,0,21.94,22.53,0.112,-3.89,-0.02,-3.28,-0.03,14.9,32,5,4.9,822.8,778.3,4,4,129.5,4/10/14,100,13,21,3.9,8.4,679.4,1463.1,-0.027767592,-0.027767592,15.40760467,99.84730658,-71.70061833,43.945795,0.9,20.8,4.36,244.9,2.56,0.4,0.26,0.57,0.76,0.11,7.896,0.23,32.83,6.24,0.511,10.19433333,3.5,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,235,Soil_235,Ga0599147,6,61,Warmed_Freeze,1,Organic,2014,140924,NA,Beginning_of_senescence,NA,NA,NA,NA,165164,150_300000,3137,16,4645,414,10,732,2723,6,3913,2263,4,3326,460,2,588,0,0,0,0,0,0,407,9,700,0,0,0,7,1,32,0,0,0,17.09,16.88,0.067,-3.89,-0.02,-3.28,-0.03,14.9,32,5,4.9,822.8,778.3,4,4,129.5,4/10/14,100,13,21,3.9,8.4,679.4,1463.1,0.5494363,0.5494363,15.40760467,141.9504706,-71.70061833,43.945795,1.5,37.9,4.36,359.3,3.39,0.68,0.28,0.73,1.35,0.22,4.052,0.7,145.22,22.24,0.951,,8.7,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,101,Soil_101,Ga0599147,6,62,Warmed_Freeze,2,Organic,2014,140416,Windy_cloudy_35__F,Pre-budburst_post-snowmelt,Rebecca_Sanders_Demott_Patrick_Sorensen,NA,NA,NA,183479,150_300000,3137,16,4645,414,10,732,2723,6,3913,2263,4,3326,460,2,588,0,0,0,0,0,0,407,9,700,0,0,0,7,1,32,0,0,0,3.952993056,5.350229167,0.203333333,-3.89,-0.02,-3.28,-0.03,36.5,34,17.8,4,2615.1,772.2,4,4,129.5,4/10/14,100,19.3,23,7.8,8.9,1287.8,1562.7,2.662851443,2.66,21.77672305,32.09823252,-71.700545,43.94581833,0.8,17.1,4.49,274.8,5.36,0.66,1.33,2.4,1.43,0.3,,0.34,316.76,33.76,0.866,,8.5,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,128,Soil_128,Ga0599147,6,62,Warmed_Freeze,2,Organic,2014,140512,Sunny_clear_75__F,Budburst,Rebecca_Sanders_Demott_Patrick_Sorensen,NA,NA,NA,143962,100_150000,3137,16,4645,414,10,732,2723,6,3913,2263,4,3326,460,2,588,0,0,0,0,0,0,407,9,700,0,0,0,7,1,32,0,0,0,15.57,16.81,0.142,-3.89,-0.02,-3.28,-0.03,36.5,34,17.8,4,2615.1,772.2,4,4,129.5,4/10/14,100,19.3,23,7.8,8.9,1287.8,1562.7,3.594491001,3.594491001,21.77672305,78.13311203,-71.700545,43.94581833,1.6,38.6,4.4,262.4,3.76,0.84,0.55,0.99,1.18,0.45,,0.51,200.95,2.5,1.308,,10.9,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,155,Soil_155,Ga0599147,6,62,Warmed_Freeze,2,Organic,2014,140521,Overcast_70_C,Full_leaf-out,Patrick_Sorensen_Maria_Garcia_Josh_Bennett,NA,NA,NA,97369,80_100000,3137,16,4645,414,10,732,2723,6,3913,2263,4,3326,460,2,588,0,0,0,0,0,0,407,9,700,0,0,0,7,1,32,0,0,0,15.88,16.55,0.141,-3.89,-0.02,-3.28,-0.03,36.5,34,17.8,4,2615.1,772.2,4,4,129.5,4/10/14,100,19.3,23,7.8,8.9,1287.8,1562.7,NA,NA,21.77672305,38.84238615,-71.700545,43.94581833,0.6,14.4,4.4,126.4,2.3,0.59,0.42,1.73,0.76,0.28,4.168,0.44,101.14,,0.606,,,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,182,Soil_182,Ga0599147,6,62,Warmed_Freeze,2,Organic,2014,140601,Sunny_humid,Post_leaf-out,Rebecca_Sanders_Demott,NA,NA,NA,56300,50_80000,3137,16,4645,414,10,732,2723,6,3913,2263,4,3326,460,2,588,0,0,0,0,0,0,407,9,700,0,0,0,7,1,32,0,0,0,15.76,16.22,0.139,-3.89,-0.02,-3.28,-0.03,36.5,34,17.8,4,2615.1,772.2,4,4,129.5,4/10/14,100,19.3,23,7.8,8.9,1287.8,1562.7,12.43140517,12.43140517,21.77672305,144.5365079,-71.700545,43.94581833,1.4,30.9,4.31,705.9,7.55,3.17,0.48,1.15,2.41,2.62,5.254,0.75,402.76,102.72,1.938,,15.6,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,236,Soil_236,Ga0599147,6,62,Warmed_Freeze,2,Organic,2014,140924,NA,Beginning_of_senescence,NA,NA,NA,NA,194905,150_300000,3137,16,4645,414,10,732,2723,6,3913,2263,4,3326,460,2,588,0,0,0,0,0,0,407,9,700,0,0,0,7,1,32,0,0,0,17.09,16.88,0.067,-3.89,-0.02,-3.28,-0.03,36.5,34,17.8,4,2615.1,772.2,4,4,129.5,4/10/14,100,19.3,23,7.8,8.9,1287.8,1562.7,0.206456066,0.206456066,21.77672305,131.4759102,-71.700545,43.94581833,1.4,35.5,4.4,331.5,4.39,0.71,0.3,0.86,1.58,0.44,4.052,0.75,133.25,20.04,1.014,,9,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,102,Soil_102,Ga0599147,6,63,Warmed_Freeze,3,Organic,2014,140416,Windy_cloudy_35__F,Pre-budburst_post-snowmelt,Rebecca_Sanders_Demott_Patrick_Sorensen,NA,NA,NA,109356,100_150000,3137,16,4645,414,10,732,2723,6,3913,2263,4,3326,460,2,588,0,0,0,0,0,0,407,9,700,0,0,0,7,1,32,0,0,0,3.952993056,5.350229167,0.203333333,-3.89,-0.02,-3.28,-0.03,14.3,42,3.9,5.5,647.7,1089.7,4,4,129.5,4/10/14,100,8.3,25,2.4,10.2,409.8,1790.7,2.080702704,2.08,11.31194872,45.81468829,-71.700525,43.94573333,1.2,29.1,4.35,245.1,3.17,1.02,1.31,1.44,1.17,0.22,,0.33,213.87,18.88,0.836,,6.8,,,,,,
